study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,study_day_start,study_day_end,period_label,observation_type,finding,comment
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,85,91,Days 85-91,Clinical Signs,Bedding Wet,
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,99,105,Days 99-99,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,106,106,Days 106-106,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,99,105,Days 99-99,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1110,1,Vehicle Control,F,0.0,106,106,Days 106-106,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,99,105,Days 99-99,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1111,1,Vehicle Control,F,0.0,106,106,Days 106-106,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,1,7,Days 1-7,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,8,14,Days 8-14,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,15,21,Days 15-21,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,22,28,Days 22-28,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,29,35,Days 29-35,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,36,42,Days 36-42,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,43,49,Days 43-49,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,50,56,Days 50-56,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,57,63,Days 57-63,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,64,70,Days 64-70,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,71,77,Days 71-77,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,78,84,Days 78-84,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,85,91,Days 85-91,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,85,91,Days 85-91,Ophthalmology,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,92,98,Days 92-92,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,99,105,Days 99-99,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1112,1,Vehicle Control,F,0.0,106,106,Days 106-106,Clinical Signs,No Remarkable Findings,
PC201708,PC201708-1113,1,Vehicle Control,F,0.0,-6,0,Days 1-7,Ophthalmology,No Remarkable Findings,
